year,fullname,firstname,lastname,position,Height,weight,fortyyd,vertical,broad,bench,college,nflgrade,round,pick
2014,Adrian Hubbard,Adrian,Hubbard,OLB,6'6,257,4.69,38.5,117,N/A,Alabama,5.4,Undrafted,Undrafted
2014,James Hurst,James,Hurst,OT,6'5,296,N/A,N/A,N/A,N/A,North Carolina,5.4,Undrafted,Undrafted
2014,T.J. Jones,T.J. ,Jones,WR,6'0,188,4.48,33,119,N/A,Notre Dame,5.4,6,189
2014,Cassius Marsh,Cassius,Marsh,DE,6'4,252,4.89,32,108,14,UCLA,5.4,4,108
2014,Keith McGill,Keith,McGill,CB,6'3,211,4.51,39,129,N/A,Utah,5.4,4,116
2014,Ronald Powell,Ronald,Powell,OLB,6'3,237,4.65,35.5,114,21,Florida,5.4,5,169
2014,Kelcy Quarles,Kelcy,Quarles,DT,6'4,297,5.03,23.5,102,27,South Carolina,5.4,Undrafted,Undrafted
2014,Trevor Reilly,Trevor,Reilly,OLB,6'5,245,N/A,N/A,N/A,26,Utah,5.4,7,233
2014,Cyril Richardson,Cyril,Richardson,OG,6'5,329,5.36,25.5,91,25,Baylor,5.4,5,153
2014,Marcus Roberson,Marcus,Roberson,CB,6'0,191,4.61,37.5,120,8,Florida,5.4,Undrafted,Undrafted
2014,Charles Sims,Charles,Sims,RB,6'0,214,4.48,37.5,126,17,West Virginia,5.4,3,69
2014,Yawin Smallwood,Yawin,Smallwood,OLB,6'2,246,5.01,36.5,108,18,Connecticut,5.4,7,253
2014,Marcus Smith,Marcus,Smith,DE,6'3,251,4.68,35,121,23,Louisville,5.4,1,26
2014,Shamar Stephen,Shamar,Stephen,DT,6'5,309,5.25,30.5,103,25,Connecticut,5.4,7,220
2014,Brandon Thomas,Brandon,Thomas,OT,6'3,317,5.09,29,98,35,Clemson,5.4,3,100
2014,Logan Thomas,Logan,Thomas,QB,6'6,248,4.61,35.5,118,N/A,Virginia Tech,5.4,4,120
2014,Brock Vereen,Brock,Vereen,FS,6'0,199,4.47,34,117,25,Minnesota,5.4,4,131
2014,Chris Watt,Chris,Watt,OG,6'3,310,N/A,N/A,N/A,29,Notre Dame,5.4,3,89
2014,Terrance West,Terrance,West,RB,5'9,225,4.54,33.5,120,16,Towson,5.4,3,94
2014,David Yankey,David,Yankey,OG,6'6,315,5.48,28.5,103,22,Stanford,5.4,5,145
2015,Mario Alford,Mario,Alford,WR,5'8,180,4.43,34,121,13,West Virginia,5.3,7,238
2015,Javorius Allen,Javorius,Allen,RB,6'0,221,4.53,35.5,121,11,USC,5.3,4,125
2015,Jamon Brown,Jamon,Brown,OT,6'4,323,N/A,N/A,N/A,N/A,Louisville,5.3,3,72
2015,Trenton Brown,Trenton,Brown,OG,6'8,355,5.29,23.5,97,20,Florida,5.3,7,244
2015,Donald Celiscar,Donald,Celiscar,CB,5'11,194,4.62,N/A,120,N/A,Western Michigan,5.3,Undrafted,Undrafted
2015,Gerald Christian,Gerald,Christian,TE,6'3,244,4.87,N/A,N/A,28,Louisville,5.3,7,256
2015,A.J. Derby,A.J.,Derby,TE,6'4,255,N/A,N/A,N/A,15,Arkansas,5.3,6,202
2015,Reese Dismukes,Reese,Dismukes,C,6'3,296,5.31,27.5,107,23,Auburn,5.3,Undrafted,Undrafted
2015,Tayo Fabuluje,Tayo,Fabuluje,OG,6'6,353,5.55,29.5,N/A,N/A,TCU,5.3,6,183
2015,Alani Fua,Alani,Fua,OLB,6'5,238,4.73,34.5,118,18,BYU,5.3,Undrafted,Undrafted
2015,Doran Grant,Doran,Grant,CB,5'10,200,4.44,33,116,21,Ohio St.,5.3,4,121
2015,Braylon Heard,Braylon,Heard,RB,5'10,198,4.63,30.5,116,19,Kentucky,5.3,Undrafted,Undrafted
2015,David Johnson,David,Johnson,RB,6'1,224,4.5,41.5,127,25,Northern Iowa,5.3,3,86
2015,Byron Jones,Byron,Jones,CB,6'1,199,N/A,44.5,147,N/A,Connecticut,5.3,1,27
2015,Matt Jones,Matt,Jones,RB,6'2,231,4.61,31.5,112,20,Florida,5.3,3,95
2015,Arie Kouandjio,Arie,Kouandjio,OG,6'5,310,N/A,N/A,N/A,N/A,Alabama,5.3,4,112
2015,Jeremy Langford,Jeremy,Langford,RB,6'0,208,4.42,34.5,118,N/A,Michigan St.,5.3,4,106
2015,Dezmin Lewis,Dezmin,Lewis,WR,6'4,214,4.58,33.5,119,16,Central Arkansas,5.3,7,234
2015,Kyle Loomis,Kyle,Loomis,P,6'2,221,N/A,N/A,N/A,N/A,Portland St.,5.3,Undrafted,Undrafted
2015,Derrick Lott,Derrick,Lott,DT,6'4,314,4.99,26.5,106,30,Tennessee-Chattanooga,5.3,Undrafted,Undrafted
2015,Sean Mannion,Sean,Mannion,QB,6'6,229,5.14,31,105,N/A,Oregon St.,5.3,3,89
2015,Tre McBride,Tre,McBride,WR,6'0,210,4.41,38,122,16,William & Mary,5.3,7,245
2015,Bobby McCain,Bobby,McCain,CB,5'9,195,4.51,36,130,17,Memphis,5.3,5,145
2015,Marcus Murphy,Marcus,Murphy,RB,5'8,193,4.61,29,109,11,Missouri,5.3,7,230
2015,Leon Orr,Leon,Orr,DT,6'5,323,5.16,28,100,N/A,Florida,5.3,Undrafted,Undrafted
2015,Garry Peters,Garry,Peters,CB,6'0,191,4.61,32.5,119,7,Clemson,5.3,Undrafted,Undrafted
2015,Bryce Petty,Bryce,Petty,QB,6'3,230,4.87,34,121,N/A,Baylor,5.3,4,103
2015,Cody Prewitt,Cody,Prewitt,FS,6'2,208,4.6,35,125,11,Mississippi,5.3,Undrafted,Undrafted
2015,Corey Robinson,Corey,Robinson,OT,6'7,324,N/A,N/A,N/A,28,South Carolina,5.3,7,240
2015,Jake Ryan,Jake,Ryan,OLB,6'2,240,4.65,34.5,120,20,Michigan,5.3,4,129
2015,Austin Shepherd,Austin,Shepherd,OT,6'4,315,5.39,29,94,17,Alabama,5.3,7,228
2015,Donovan Smith,Donovan,Smith,OG,6'6,338,5.27,32,109,26,Penn St.,5.3,2,34
2015,Martrell Spaight,Martrell,Spaight,OLB,6'0,236,4.88,35,120,25,Arkansas,5.3,5,141
2015,Damian Swann,Damian,Swann,CB,6'0,189,4.5,33,118,N/A,Georgia,5.3,5,167
2015,Louis Trinca-Pasat,Louis,Trinca-Pasat,DT,6'1,290,4.96,32,105,N/A,Iowa,5.3,Undrafted,Undrafted
2015,Kevin White,Kevin,White,CB,5'9,183,4.63,35.5,121,18,TCU,5.3,1,7
2015,Karlos Williams,Karlos,Williams,RB,6'1,230,4.48,33.5,117,16,Florida St.,5.3,5,155
2015,Zach Zenner,Zach,Zenner,RB,5'11,223,4.6,41,121,25,South Dakota St.,5.3,Undrafted,Undrafted
2014,Russell Bodine,Russell,Bodine,C,6'3,310,5.18,29,109,42,North Carolina,5.3,4,111
2014,Carl Bradford,Carl ,Bradford,OLB,6'1,250,4.76,37.5,122,23,Arizona State,5.3,4,121
2014,Terrence Brooks,Terrence,Brooks,FS,5'11,198,4.42,38,119,10,Florida St.,5.3,3,79
2014,Martavis Bryant,Martavis,Bryant,WR,6'4,211,4.42,39,124,16,Clemson,5.3,4,118
2014,Deone Bucannon,Deone,Bucannon,SS,6'1,211,4.49,36.5,125,19,Washington St.,5.3,1,27
2014,Kain Colter,Kain,Colter,WR,5'10,198,N/A,N/A,N/A,N/A,Northwestern,5.3,Undrafted,Undrafted
2014,Aaron Colvin,Aaron,Colvin,CB,5'11,177,N/A,N/A,N/A,N/A,Oklahoma,5.3,4,114
2014,Pierre Desir,Pierre,Desir,CB,6'1,198,4.59,35,133,11,Lindenwood,5.3,4,127
2014,Dominique Easley,Dominique,Easley,DT,6'2,288,N/A,N/A,N/A,26,Florida,5.3,1,29
2014,Shaq Evans,Shaq,Evans,WR,6'1,213,4.51,34.5,122,13,UCLA,5.3,Undrafted,Undrafted
2014,Zach Fulton,Zach,Fulton,OG,6'5,316,5.16,24.5,98,25,Tennessee,5.3,6,193
2014,E.J. Gaines,E.J.,Gaines,CB,5'10,190,N/A,N/A,N/A,15,Missouri,5.3,6,188
2014,James Gayle,James,Gayle,DE,6'4,259,4.7,37,122,26,Virginia Tech,5.3,Undrafted,Undrafted
2014,Victor Hampton,Victor,Hampton,CB,5'9,197,4.69,33.5,118,20,South Carolina,5.3,Undrafted,Undrafted
2014,Taylor Hart,Taylor,Hart,DE,6'6,281,N/A,N/A,N/A,21,Oregon,5.3,5,141
2014,Josh Huff,Josh,Huff,WR,5'11,206,4.51,35.5,116,14,Oregon,5.3,3,86
2014,Kendall James,Kendall,James,CB,5'10,180,4.44,39,N/A,9,Maine,5.3,6,184
2014,Jeff Janis,Jeff,Janis,WR,6'3,219,4.42,37.5,123,20,Saginaw Valley St.,5.3,7,236
2014,Stanley Jean-Baptiste,Stanley,Jean-Baptiste,CB,6'3,218,4.61,41.5,128,13,Nebraska,5.3,2,58
2014,Marcel Jensen,Marcel,Jensen,TE,6'6,259,4.85,35,115,24,Fresno St.,5.3,Undrafted,Undrafted
2014,Dontae Johnson,Dontae,Johnson,CB,6'2,200,4.45,38.5,124,12,N.C. State,5.3,4,129
2014,Storm Johnson,Storm,Johnson,RB,6'0,209,4.6,35.5,118,16,Central Florida,5.3,7,222
2014,Christian Jones,Christian,Jones,ILB,6'3,240,4.74,33.5,115,N/A,Florida St.,5.3,Undrafted,Undrafted
2014,Brandon Linder,Brandon,Linder,OG,6'6,311,5.35,26.5,100,30,Miami,5.3,3,93
2014,Spencer Long,Spencer,Long,OG,6'5,320,N/A,N/A,N/A,N/A,Nebraska,5.3,3,78
2014,Colt Lyerla,Colt,Lyerla,TE,6'4,242,4.61,39,128,15,Oregon,5.3,Undrafted,Undrafted
2014,Kareem Martin,Kareem,Martin,DE,6'6,272,4.72,35.5,129,22,North Carolina,5.3,3,84
2014,Zach Mettenberger,Zach,Mettenberger,QB,6'5,224,N/A,N/A,N/A,N/A,LSU,5.3,6,178
2014,Zach Moore,Zach,Moore,DE,6'5,269,4.84,33.5,123,23,Concordia (MN),5.3,6,198
2014,Stephen Morris,Stephen,Morris,QB,6'2,213,4.63,30,111,N/A,Miami,5.3,Undrafted,Undrafted
2014,Morgan Moses,Morgan,Moses,OT,6'6,314,5.35,21.5,106,N/A,Virginia,5.3,3,66
2014,Jeoffrey Pagan,Jeoffrey,Pagan,DE,6'3,310,N/A,N/A,N/A,N/A,Alabama,5.3,6,177
2014,Tenny Palepoi,Tenny,Palepoi,DT,6'1,298,5.1,30.5,111,31,Utah,5.3,Undrafted,Undrafted
2014,Jacob Pedersen,Jacob ,Pedersen,TE,6'3,238,4.89,28.5,111,N/A,Wisconsin,5.3,Undrafted,Undrafted
2014,Loucheiz Purifoy,Loucheiz,Purifoy,CB,5'11,190,4.61,35.5,120,6,Florida,5.3,Undrafted,Undrafted
2014,Paul Richardson,Paul,Richardson,WR,6'0,175,4.4,38,124,N/A,Colorado,5.3,2,45
2014,Weston Richburg,Weston,Richburg,C,6'3,298,5.1,25.5,106,25,Colorado St.,5.3,2,43
2014,Bishop Sankey,Bishop,Sankey,RB,5'9,209,4.49,35.5,126,26,Washington,5.3,2,54
2014,Lache Seastrunk,Lache,Seastrunk,RB,5'9,201,4.51,41.5,134,15,Baylor,5.3,6,186
2014,Prince Shembo,Prince ,Shembo,OLB,6'1,253,4.71,38.5,122,26,Notre Dame,5.3,4,139
2014,Chris Smith,Chris ,Smith,DE,6'1,266,4.71,37,121,28,Arkansas,5.3,5,159
2014,Telvin Smith,Telvin,Smith,ILB,6'3,218,4.52,31.5,119,N/A,Florida St.,5.3,5,144
2014,Anthony Steen,Anthony,Steen,OG,6'3,314,N/A,N/A,N/A,N/A,Alabama,5.3,Undrafted,Undrafted
2014,Brent Urban,Brent,Urban,DT,6'7,295,N/A,N/A,N/A,N/A,Virginia,5.3,4,134
2014,Jaylen Watkins,Jaylen,Watkins,CB,5'11,194,4.41,N/A,N/A,22,Florida,5.3,4,101
2014,Lavelle Westbrooks,Lavelle,Westbrooks,CB,5'11,186,4.63,36,121,15,Georgia Southern,5.3,7,252
2014,Jordan Zumwalt,Jordan,Zumwalt,ILB,6'4,235,4.76,33,116,N/A,UCLA,5.3,6,192
2015,Blake Bell,Blake,Bell,TE,6'6,252,4.8,33,116,14,Oklahoma,5.2,4,117
2015,Detrick Bonner,Detrick,Bonner,FS,6'0,207,N/A,N/A,N/A,15,Virginia Tech,5.2,Undrafted,Undrafted
2015,Nick Boyle,Nick,Boyle,TE,6'4,268,5.04,30.5,112,20,Delaware,5.2,5,171
2015,Malcolm Brown,Malcolm,Brown,RB,5'11,224,4.62,34.5,117,19,Texas,5.2,Undrafted,Undrafted
2015,Ibraheim Campbell,Ibraheim,Campbell,SS,5'11,208,N/A,N/A,N/A,23,Northwestern,5.2,4,115
2015,Justin Coleman,Justin,Coleman,CB,5'11,185,4.53,37.5,124,20,Tennessee,5.2,Undrafted,Undrafted
2015,John Crockett,John,Crockett,RB,6'0,217,4.62,40,125,15,North Dakota St.,5.2,Undrafted,Undrafted
2015,Davaris Daniels,Davaris,Daniels,WR,6'1,201,4.62,37,122,13,Notre Dame,5.2,Undrafted,Undrafted
2015,Aaron Davis,Aaron,Davis,OLB,6'0,225,4.95,29,107,16,Colorado St.,5.2,Undrafted,Undrafted
2015,Devante Davis,Devante,Davis,WR,6'3,220,4.57,35.5,115,16,UNLV,5.2,Undrafted,Undrafted
2015,Quandre Diggs,Quandre,Diggs,CB,5'9,196,4.56,35.5,113,17,Texas,5.2,6,200
2015,Jamil Douglas,Jamil,Douglas,OG,6'4,304,5.25,29,99,28,Arizona State,5.2,4,114
2015,B.J. Dubose,B.J.,Dubose,OLB,6'4,284,5.06,N/A,N/A,26,Louisville,5.2,6,193
2015,Durell Eskridge,Durell,Eskridge,FS,6'3,208,4.63,31,117,N/A,Syracuse,5.2,Undrafted,Undrafted
2015,Max Garcia,Max,Garcia,C,6'4,309,N/A,N/A,N/A,N/A,Florida,5.2,4,133
2015,Clayton Geathers,Clayton,Geathers,SS,6'2,218,4.55,37,120,22,Central Florida,5.2,4,109
2015,Jacoby Glenn,Jacoby,Glenn,CB,6'0,179,4.64,34,123,N/A,Central Florida,5.2,Undrafted,Undrafted
2015,Obum Gwacham,Obum,Gwacham,DE,6'5,246,4.72,36,121,22,Oregon St.,5.2,6,209
2015,Rannell Hall,Rannell,Hall,WR,6'0,198,4.6,41,132,16,Central Florida,5.2,Undrafted,Undrafted
2015,Chad Hamilton,Chad,Hamilton,C,6'2,292,N/A,N/A,N/A,N/A,Coastal Carolina,5.2,Undrafted,Undrafted
2015,Ben Heeney,Ben,Heeney,ILB,6'0,231,4.59,33.5,120,19,Kansas,5.2,5,140
2015,Sean Hickey,Sean,Hickey,OT,6'5,309,N/A,N/A,N/A,35,Syracuse,5.2,Undrafted,Undrafted
2015,Zack Hodges,Zack,Hodges,OLB,6'2,250,4.68,33.5,125,N/A,Harvard,5.2,Undrafted,Undrafted
2015,Mike Hull,Mike,Hull,OLB,6'0,237,4.68,N/A,N/A,31,Penn St.,5.2,Undrafted,Undrafted
2015,Kyshoen Jarrett,Kyshoen,Jarrett,SS,5'10,200,4.57,33,109,21,Virginia Tech,5.2,6,181
2015,Donatella Luckett,Donatella,Luckett,WR,6'0,211,4.65,34,118,17,Harding,5.2,Undrafted,Undrafted
2015,Terrence Magee,Terrence,Magee,RB,5'8,213,N/A,37,115,22,LSU,5.2,Undrafted,Undrafted
2015,Nick Marshall,Nick,Marshall,QB,6'1,207,4.54,37.5,124,12,Auburn,5.2,Undrafted,Undrafted
2015,Joey Mbu,Joey,Mbu,DT,6'3,313,5.54,22.5,97,N/A,Houston,5.2,Undrafted,Undrafted
2015,Tevin McDonald,Tevin,McDonald,FS,5'11,195,4.63,33,112,19,Eastern Washington,5.2,Undrafted,Undrafted
2015,Darrian Miller,Darrian,Miller,OG,6'5,307,5.51,25,97,N/A,Kentucky,5.2,Undrafted,Undrafted
2015,Mitch Morse,Mitch,Morse,OG,6'5,305,5.14,31,112,36,Missouri,5.2,2,49
2015,Robert Myers,Robert,Myers,OG,6'5,326,5.44,27.5,94,N/A,Tennessee St.,5.2,5,176
2015,Cedric Reed,Cedric,Reed,DE,6'5,269,N/A,N/A,N/A,22,Texas,5.2,Undrafted,Undrafted
2015,Jordan Richards,Jordan,Richards,SS,5'11,211,4.65,32,111,13,Stanford,5.2,2,64
2015,Josh Robinson,Josh,Robinson,RB,5'8,217,4.7,32,113,21,Mississippi St.,5.2,6,205
2015,James Sample,James,Sample,SS,6'2,209,4.56,32.5,123,N/A,Louisville,5.2,4,104
2015,Wes Saxton,Wes,Saxton,TE,6'3,248,4.65,36,119,N/A,South Alabama,5.2,Undrafted,Undrafted
2015,Jean Sifrin,Jean,Sifrin,TE,6'5,245,4.84,33,114,N/A,Massachusetts,5.2,Undrafted,Undrafted
2015,Blake Sims,Blake,Sims,QB,5'11,218,4.57,30.5,115,N/A,Alabama,5.2,Undrafted,Undrafted
2015,J.T. Surratt,J.T.,Surratt,DT,6'1,304,5.19,30,106,29,South Carolina,5.2,Undrafted,Undrafted
2015,Davis Tull,Davis,Tull,OLB,6'2,246,N/A,42.5,132,26,Tennessee-Chattanooga,5.2,5,148
2015,Tyler Varga,Tyler,Varga,FB,5'11,222,N/A,N/A,N/A,23,Yale,5.2,Undrafted,Undrafted
2015,Trey Williams,Trey,Williams,RB,5'7,195,4.49,33.5,119,18,Texas A&M,5.2,Undrafted,Undrafted
2014,Jared Abbrederis,Jared,Abbrederis,WR,6'1,195,4.5,30.5,117,4,Wisconsin,5.2,5,176
2014,Antonio Andrews,Antonio,Andrews,RB,5'10,225,4.82,29.5,106,20,Western Kentucky,5.2,Undrafted,Undrafted
2014,Dion Bailey,Dion,Bailey,SS,6'0,201,4.66,34,113,N/A,USC,5.2,Undrafted,Undrafted
2014,Deion Belue,Deion,Belue,CB,5'11,182,N/A,N/A,N/A,11,Alabama,5.2,Undrafted,Undrafted
2014,Bene Benwikere,Bene ,Benwikere,CB,5'11,195,4.63,40.5,122,10,San Jose St.,5.2,5,148
2014,Nat Berhe,Nat,Berhe,SS,5'10,193,4.71,35.5,117,15,San Diego St.,5.2,5,152
2014,Alfred Blue,Alfred,Blue,RB,6'2,223,4.63,32,121,13,LSU,5.2,6,181
2014,Chris Boyd,Chris,Boyd,WR,6'4,206,4.73,N/A,N/A,12,Vanderbilt,5.2,Undrafted,Undrafted
2014,Justin Britt,Justin,Britt,OT,6'6,325,5.19,27.5,100,23,Missouri,5.2,2,64
2014,Jason Bromley,Jason,Bromley,DT,6'3,306,5.06,33.5,106,26,Syracuse,5.2,Undrafted,Undrafted
2014,Jonathan Brown,Jonathan,Brown,OLB,6'0,238,5.03,31,108,16,Illinois,5.2,3,90
2014,Max Bullough,Max,Bullough,ILB,6'3,249,4.78,31,112,30,Michigan St.,5.2,Undrafted,Undrafted
2014,Isaiah Burse,Isaiah,Burse,WR,5'10,188,4.58,31,115,16,Fresno St.,5.2,Undrafted,Undrafted
2014,Trey Burton,Trey,Burton,TE,6'2,224,4.62,30,112,N/A,Florida,5.2,Undrafted,Undrafted
2014,Ryan Carrethers,Ryan,Carrethers,NT,6'1,337,5.47,26,88,32,Arkansas State,5.2,5,165
2014,Chris Davis,Chris,Davis,CB,5'10,202,N/A,N/A,N/A,15,Auburn,5.2,4,128
2014,Mike Davis,Mike,Davis,WR,6'0,197,N/A,N/A,N/A,10,Texas,5.2,4,126
2014,Ahmad Dixon,Ahmad,Dixon,SS,6'0,212,4.64,32,111,14,Baylor,5.2,7,248
2014,Brandon Dixon,Brandon,Dixon,CB,5'11,203,4.41,32.5,117,17,Northwest Missouri St.,5.2,6,195
2014,Jonathan Dowling,Jonathan,Dowling,SS,6'3,190,4.52,33.5,118,8,Western Kentucky,5.2,7,247
2014,David Fales,David,Fales,QB,6'2,212,4.99,28,103,N/A,San Jose St.,5.2,6,183
2014,Cameron Fleming,Cameron,Fleming,OT,6'5,323,5.28,23.5,97,26,Stanford,5.2,4,140
2014,Khairi Fortt,Khairi,Fortt,ILB,6'2,248,4.7,36,120,30,California,5.2,4,126
2014,Jeremiah George,Jeremiah,George,ILB,5'11,234,4.91,33,116,28,Iowa St.,5.2,5,154
2014,Marion Grice,Marion,Grice,RB,6'0,208,N/A,N/A,N/A,N/A,Arizona State,5.2,6,201
2014,Xavier Grimble,Xavier,Grimble,TE,6'4,257,N/A,26.5,113,N/A,USC,5.2,Undrafted,Undrafted
2014,Ryan Groy,Ryan,Groy,OG,6'5,316,5.19,26.5,108,26,Wisconsin,5.2,Undrafted,Undrafted
2014,Andre Hal,Andre,Hal,CB,5'10,188,4.5,35.5,119,15,Vanderbilt,5.2,7,216
2014,Jonotthan Harrison,Jonotthan,Harrison,C,6'3,304,5.15,27,113,27,Florida,5.2,Undrafted,Undrafted
2014,Matt Hazel,Matt,Hazel,WR,6'1,198,4.5,36.5,118,15,Coastal Carolina,5.2,6,190
2014,Robert Herron,Robert,Herron,WR,5'9,193,4.48,35.5,125,18,Wyoming,5.2,6,185
2014,Gabe Ikard,Gabe,Ikard,C,6'4,304,5.13,26,103,22,Oklahoma,5.2,Undrafted,Undrafted
2014,Andrew Jackson,Andrew,Jackson,ILB,6'1,254,N/A,N/A,N/A,N/A,Western Kentucky,5.2,6,203
2014,Bennett Jackson,Bennett,Jackson,CB,6'0,195,4.51,38,128,13,Notre Dame,5.2,6,187
2014,Jackson Jeffcoat,Jackson,Jeffcoat,DE,6'3,247,4.63,36,123,18,Texas,5.2,Undrafted,Undrafted
2014,Wesley Johnson,Wesley,Johnson,OT,6'5,297,5.11,29,111,26,Vanderbilt,5.2,5,173
2014,Howard Jones,Howard,Jones,DE,6'2,235,4.6,40.5,124,21,Shepherd,5.2,Undrafted,Undrafted
2014,Reggie Jordan,Reggie,Jordan,TE,6'3,240,4.77,30,116,24,Missouri Western,5.2,Undrafted,Undrafted
2014,Lamarcus Joyner,Lamarcus,Joyner,CB,5'8,184,4.55,37.5,124,14,Florida St.,5.2,2,41
2014,Christian Kirksey,Christian,Kirksey,OLB,6'2,233,N/A,32,122,16,Iowa,5.2,3,71
2014,Tyler Larsen,Tyler,Larsen,C,6'4,313,N/A,23.5,102,36,Utah St.,5.2,Undrafted,Undrafted
2014,Cody Latimer,Cody,Latimer,WR,6'2,215,N/A,N/A,N/A,23,Indiana,5.2,2,56
2014,Charles Leno Jr.,Charles,Leno Jr.,OT,6'4,303,N/A,29,108,21,Boise St.,5.2,Undrafted,Undrafted
2014,Isaiah Lewis,Isaiah,Lewis,SS,5'10,211,4.6,36.5,122,15,Michigan St.,5.2,Undrafted,Undrafted
2014,Luke Lucas,Luke,Lucas,OT,6'8,316,N/A,N/A,N/A,N/A,Kansas St.,5.2,Undrafted,Undrafted
2014,Aaron Lynch,Aaron ,Lynch,DE,6'5,249,N/A,N/A,N/A,18,South Florida,5.2,5,150
2014,Eathyn Manumaleuna,Eathyn,Manumaleuna,DE,6'2,296,5.16,28,101,29,BYU,5.2,Undrafted,Undrafted
2014,Jeff Mathews,Jeff,Mathews,QB,6'4,223,5.26,25.5,105,N/A,Cornell,5.2,Undrafted,Undrafted
2014,Josh Mauro,Josh,Mauro,DE,6'6,271,5.21,32,116,21,Stanford,5.2,Undrafted,Undrafted
2014,Jerick McKinnon,Jerick,McKinnon,RB,5'9,209,4.41,40.5,132,32,Georgia Southern,5.2,3,96
2014,Terrance Mitchell,Terrance,Mitchell,CB,5'11,192,4.63,34,117,N/A,Oregon,5.2,7,254
2014,Adam Muema,Adam,Muema,RB,5'10,202,N/A,N/A,N/A,N/A,San Diego St.,5.2,Undrafted,Undrafted
2014,Aaron Murray,Aaron ,Murray,QB,6'1,207,N/A,N/A,N/A,N/A,Georgia,5.2,5,163
2014,Jonathan Newsome,Jonathan,Newsome,DE,6'3,247,4.73,34,117,21,Ball St.,5.2,5,166
2014,Kevin Norwood,Kevin,Norwood,WR,6'2,198,4.48,33,121,8,Alabama,5.2,4,123
2014,LaDarius Perkins,LaDarius,Perkins,RB,5'7,195,4.46,35.5,124,23,Mississippi St.,5.2,Undrafted,Undrafted
2014,Tevin Reese,Tevin,Reese,WR,5'10,163,4.46,41,132,N/A,Baylor,5.2,7,240
2014,Caraun Reid,Caraun,Reid,DT,6'2,302,4.91,26.5,106,20,Princeton,5.2,5,158
2014,Richard Rodgers,Richard,Rodgers,TE,6'4,257,4.87,31.5,116,16,California,5.2,3,98
2014,Michael Sam,Michael,Sam,DE,6'2,261,4.91,25.5,114,17,Missouri,5.2,7,249
2014,Jalen Saunders,Jalen,Saunders,WR,5'9,165,4.44,34,122,N/A,Oklahoma,5.2,4,104
2014,Tom Savage,Tom,Savage,QB,6'4,228,4.97,27,105,N/A,Pittsburgh,5.2,4,135
2014,Michael Schofield,Michael,Schofield,OT,6'6,301,5.01,24,93,N/A,Michigan,5.2,3,95
2014,Willie Snead,Willie,Snead,WR,5'11,195,4.62,33.5,113,11,Ball St.,5.2,12,321
2014,Dezmen Southward,Dezmen,Southward,FS,6'0,211,N/A,N/A,N/A,N/A,Wisconsin,5.2,3,68
2014,Bryan Stork,Bryan,Stork,C,6'4,315,N/A,N/A,N/A,N/A,Florida St.,5.2,4,105
2014,Devin Street,Devin,Street,WR,6'3,198,4.55,37,124,N/A,Pittsburgh,5.2,5,146
2014,Billy Turner,Billy,Turner,OT,6'5,315,5.16,28,108,25,North Dakota St.,5.2,3,67
2014,Trai Turner,Trai,Turner,OG,6'3,310,4.93,27.5,N/A,25,LSU,5.2,3,92
2014,Devin Unga,Devin,Unga,ILB,6'1,231,N/A,N/A,N/A,N/A,BYU,5.2,Undrafted,Undrafted
2014,L'Damian Washington,L'Damian,Washington,WR,6'4,195,4.46,32,115,8,Missouri,5.2,Undrafted,Undrafted
2014,Todd Washington,Todd,Washington,CB,5'11,196,N/A,N/A,N/A,13,Southeastern Louisiana,5.2,4,104
2014,Larry Webster,Larry,Webster,DE,6'6,252,4.58,36.5,123,17,Bloomsburg,5.2,4,136
2014,Ethan Westbrooks,Ethan,Westbrooks,DE,6'3,267,4.9,29,110,19,West Texas A&M,5.2,Undrafted,Undrafted
2014,James Wilder,James,Wilder,RB,6'3,232,4.86,35,121,18,Florida St.,5.2,Undrafted,Undrafted
2015,Wil Baumann,Wil,Baumann,P,6'6,187,N/A,N/A,N/A,N/A,N.C. State,5.1,Undrafted,Undrafted
2015,Shane Carden,Shane,Carden,QB,6'2,218,4.94,29.5,104,N/A,East Carolina,5.1,Undrafted,Undrafted
2015,B.J. Catalon,B.J.,Catalon,RB,5'7,186,4.57,36,114,N/A,TCU,5.1,Undrafted,Undrafted
2015,Anthony Chickillo,Anthony,Chickillo,DE,6'3,267,4.79,34.5,114,27,Miami,5.1,6,212
2015,Kaelin Clay,Kaelin,Clay,WR,5'10,195,4.51,33,113,10,Utah,5.1,6,184
2015,Trey DePriest,Trey,DePriest,ILB,6'0,254,N/A,N/A,N/A,N/A,Alabama,5.1,Undrafted,Undrafted
2015,Xzavier Dickson,Xzavier,Dickson,OLB,6'3,260,4.74,29.5,100,19,Alabama,5.1,7,253
2015,Jahwan Edwards,Jahwan,Edwards,RB,5'9,220,4.8,35.5,117,16,Ball St.,5.1,Undrafted,Undrafted
2015,Jalston Fowler,Jalston,Fowler,FB,5'11,254,4.94,33.5,114,23,Alabama,5.1,4,108
2015,Chaz Green,Chaz,Green,OT,6'5,314,5.16,29.5,106,21,Florida,5.1,3,91
2015,Chris Hackett,Chris,Hackett,FS,6'0,195,4.81,32,110,N/A,TCU,5.1,Undrafted,Undrafted
2015,Bryce Hager,Bryce,Hager,ILB,6'1,234,4.6,35,117,26,Baylor,5.1,7,224
